download_priority_order,country,wave,idno,source_relative_path,source_file_name,source_suffix,source_bytes,target_relative_path,target_exists_before,target_bytes_before,file_staging_action,copy_error,data_write_gate_status,modeling_gate_status
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,sectc3b_plantingw3.dta,sectc3b_plantingw3.dta,.dta,199488,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/sectc3b_plantingw3.dta,0,0,copied,,blocked_no_data_write,blocked
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,sectc4_harvestw3.dta,sectc4_harvestw3.dta,.dta,264482,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/sectc4_harvestw3.dta,0,0,copied,,blocked_no_data_write,blocked
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,sectc4a_plantingw3.dta,sectc4a_plantingw3.dta,.dta,71965,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/sectc4a_plantingw3.dta,0,0,copied,,blocked_no_data_write,blocked
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,sectc4b_plantingw3.dta,sectc4b_plantingw3.dta,.dta,79990,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/sectc4b_plantingw3.dta,0,0,copied,,blocked_no_data_write,blocked
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,sectc5_harvestw3.dta,sectc5_harvestw3.dta,.dta,187107,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/sectc5_harvestw3.dta,0,0,copied,,blocked_no_data_write,blocked
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,sectc6_harvestw3.dta,sectc6_harvestw3.dta,.dta,241168,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/sectc6_harvestw3.dta,0,0,copied,,blocked_no_data_write,blocked
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,sectc6a1_harvestw3.dta,sectc6a1_harvestw3.dta,.dta,1876573,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/sectc6a1_harvestw3.dta,0,0,copied,,blocked_no_data_write,blocked
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,sectc6a2_harvestw3.dta,sectc6a2_harvestw3.dta,.dta,30666,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/sectc6a2_harvestw3.dta,0,0,copied,,blocked_no_data_write,blocked
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,sectc6a3_harvestw3.dta,sectc6a3_harvestw3.dta,.dta,69625,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/sectc6a3_harvestw3.dta,0,0,copied,,blocked_no_data_write,blocked
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,sectc7_harvestw3.dta,sectc7_harvestw3.dta,.dta,1077861,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/sectc7_harvestw3.dta,0,0,copied,,blocked_no_data_write,blocked
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,sectc8a_harvestw3.dta,sectc8a_harvestw3.dta,.dta,1236449,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/sectc8a_harvestw3.dta,0,0,copied,,blocked_no_data_write,blocked
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,sectc8b_harvestw3.dta,sectc8b_harvestw3.dta,.dta,343883,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/sectc8b_harvestw3.dta,0,0,copied,,blocked_no_data_write,blocked
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,sectc_harvestw3.dta,sectc_harvestw3.dta,.dta,49862,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/sectc_harvestw3.dta,0,0,copied,,blocked_no_data_write,blocked
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,sectc_plantingw3.dta,sectc_plantingw3.dta,.dta,34200,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/sectc_plantingw3.dta,0,0,copied,,blocked_no_data_write,blocked
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,AG_FILTERS.dta,AG_FILTERS.dta,.dta,96288,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/AG_FILTERS.dta,0,0,copied,,blocked_no_data_write,blocked
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,AG_NETWORK.dta,AG_NETWORK.dta,.dta,187960,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/AG_NETWORK.dta,0,0,copied,,blocked_no_data_write,blocked
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,AG_SEC01.dta,AG_SEC01.dta,.dta,329988,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/AG_SEC01.dta,0,0,copied,,blocked_no_data_write,blocked
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,AG_SEC09.dta,AG_SEC09.dta,.dta,259732,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/AG_SEC09.dta,0,0,copied,,blocked_no_data_write,blocked
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,AG_SEC10A.dta,AG_SEC10A.dta,.dta,3233245,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/AG_SEC10A.dta,0,0,copied,,blocked_no_data_write,blocked
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,AG_SEC10B.dta,AG_SEC10B.dta,.dta,1000961,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/AG_SEC10B.dta,0,0,copied,,blocked_no_data_write,blocked
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,AG_SEC10C.dta,AG_SEC10C.dta,.dta,181624,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/AG_SEC10C.dta,0,0,copied,,blocked_no_data_write,blocked
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,AG_SEC11.dta,AG_SEC11.dta,.dta,1320205,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/AG_SEC11.dta,0,0,copied,,blocked_no_data_write,blocked
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,AG_SEC12A.dta,AG_SEC12A.dta,.dta,778532,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/AG_SEC12A.dta,0,0,copied,,blocked_no_data_write,blocked
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,AG_SEC12B.dta,AG_SEC12B.dta,.dta,953989,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/AG_SEC12B.dta,0,0,copied,,blocked_no_data_write,blocked
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,AG_SEC2A.dta,AG_SEC2A.dta,.dta,249366,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/AG_SEC2A.dta,0,0,copied,,blocked_no_data_write,blocked
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,AG_SEC2B.dta,AG_SEC2B.dta,.dta,3289,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/AG_SEC2B.dta,0,0,copied,,blocked_no_data_write,blocked
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,AG_SEC3A.dta,AG_SEC3A.dta,.dta,1803532,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/AG_SEC3A.dta,0,0,copied,,blocked_no_data_write,blocked
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,AG_SEC3B.dta,AG_SEC3B.dta,.dta,1597015,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/AG_SEC3B.dta,0,0,copied,,blocked_no_data_write,blocked
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,AG_SEC4A.dta,AG_SEC4A.dta,.dta,566037,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/AG_SEC4A.dta,0,0,copied,,blocked_no_data_write,blocked
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,AG_SEC4B.dta,AG_SEC4B.dta,.dta,466476,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/AG_SEC4B.dta,0,0,copied,,blocked_no_data_write,blocked
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,AG_SEC5A.dta,AG_SEC5A.dta,.dta,439430,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/AG_SEC5A.dta,0,0,copied,,blocked_no_data_write,blocked
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,AG_SEC5B.dta,AG_SEC5B.dta,.dta,136598,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/AG_SEC5B.dta,0,0,copied,,blocked_no_data_write,blocked
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,AG_SEC6A.dta,AG_SEC6A.dta,.dta,277794,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/AG_SEC6A.dta,0,0,copied,,blocked_no_data_write,blocked
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,AG_SEC6B.dta,AG_SEC6B.dta,.dta,279709,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/AG_SEC6B.dta,0,0,copied,,blocked_no_data_write,blocked
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,AG_SEC7A.dta,AG_SEC7A.dta,.dta,251317,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/AG_SEC7A.dta,0,0,copied,,blocked_no_data_write,blocked
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,AG_SEC7B.dta,AG_SEC7B.dta,.dta,335578,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/AG_SEC7B.dta,0,0,copied,,blocked_no_data_write,blocked
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,AG_SEC8A.dta,AG_SEC8A.dta,.dta,7250,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/AG_SEC8A.dta,0,0,copied,,blocked_no_data_write,blocked
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,AG_SEC8B.dta,AG_SEC8B.dta,.dta,6038,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/AG_SEC8B.dta,0,0,copied,,blocked_no_data_write,blocked
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,AG_SEC8C.dta,AG_SEC8C.dta,.dta,6149,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/AG_SEC8C.dta,0,0,copied,,blocked_no_data_write,blocked
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,aux1.dta,aux1.dta,.dta,368861,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/aux1.dta,0,0,copied,,blocked_no_data_write,blocked
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,aux2.dta,aux2.dta,.dta,110184,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/aux2.dta,0,0,copied,,blocked_no_data_write,blocked
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,aux3.dta,aux3.dta,.dta,284833,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/aux3.dta,0,0,copied,,blocked_no_data_write,blocked
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,aux4.dta,aux4.dta,.dta,175922,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/aux4.dta,0,0,copied,,blocked_no_data_write,blocked
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,aux5.dta,aux5.dta,.dta,22365,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/aux5.dta,0,0,copied,,blocked_no_data_write,blocked
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,COMSEC_CA.dta,COMSEC_CA.dta,.dta,9841,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/COMSEC_CA.dta,0,0,copied,,blocked_no_data_write,blocked
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,COMSEC_CB.dta,COMSEC_CB.dta,.dta,545757,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/COMSEC_CB.dta,0,0,copied,,blocked_no_data_write,blocked
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,COMSEC_CD.dta,COMSEC_CD.dta,.dta,70943,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/COMSEC_CD.dta,0,0,copied,,blocked_no_data_write,blocked
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,COMSEC_CE.dta,COMSEC_CE.dta,.dta,17846,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/COMSEC_CE.dta,0,0,copied,,blocked_no_data_write,blocked
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,COMSEC_CF.dta,COMSEC_CF.dta,.dta,10706,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/COMSEC_CF.dta,0,0,copied,,blocked_no_data_write,blocked
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,COMSEC_CG.dta,COMSEC_CG.dta,.dta,11967,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/COMSEC_CG.dta,0,0,copied,,blocked_no_data_write,blocked
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,COMSEC_CH.dta,COMSEC_CH.dta,.dta,14709,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/COMSEC_CH.dta,0,0,copied,,blocked_no_data_write,blocked
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,COMSEC_CI.dta,COMSEC_CI.dta,.dta,230277,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/COMSEC_CI.dta,0,0,copied,,blocked_no_data_write,blocked
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,COMSEC_CJ.dta,COMSEC_CJ.dta,.dta,1081423,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/COMSEC_CJ.dta,0,0,copied,,blocked_no_data_write,blocked
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,FS_B1.dta,FS_B1.dta,.dta,6805,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/FS_B1.dta,0,0,copied,,blocked_no_data_write,blocked
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,FS_C1.dta,FS_C1.dta,.dta,7814,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/FS_C1.dta,0,0,copied,,blocked_no_data_write,blocked
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,FS_D1.dta,FS_D1.dta,.dta,4309,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/FS_D1.dta,0,0,copied,,blocked_no_data_write,blocked
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,FS_D2.dta,FS_D2.dta,.dta,3926,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/FS_D2.dta,0,0,copied,,blocked_no_data_write,blocked
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,FS_D3.dta,FS_D3.dta,.dta,9483,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/FS_D3.dta,0,0,copied,,blocked_no_data_write,blocked
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,FS_E1.dta,FS_E1.dta,.dta,79645,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/FS_E1.dta,0,0,copied,,blocked_no_data_write,blocked
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,FS_E2.dta,FS_E2.dta,.dta,56719,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/FS_E2.dta,0,0,copied,,blocked_no_data_write,blocked
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,FS_E3.dta,FS_E3.dta,.dta,98760,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/FS_E3.dta,0,0,copied,,blocked_no_data_write,blocked
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,FS_F.dta,FS_F.dta,.dta,33842,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/FS_F.dta,0,0,copied,,blocked_no_data_write,blocked
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,FS_FILTERS.dta,FS_FILTERS.dta,.dta,4210,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/FS_FILTERS.dta,0,0,copied,,blocked_no_data_write,blocked
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,FS_G.dta,FS_G.dta,.dta,102055,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/FS_G.dta,0,0,copied,,blocked_no_data_write,blocked
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,FS_H1.dta,FS_H1.dta,.dta,15631,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/FS_H1.dta,0,0,copied,,blocked_no_data_write,blocked
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,FS_H2.dta,FS_H2.dta,.dta,19000,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/FS_H2.dta,0,0,copied,,blocked_no_data_write,blocked
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,FS_H3.dta,FS_H3.dta,.dta,2760,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/FS_H3.dta,0,0,copied,,blocked_no_data_write,blocked
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,FS_I.dta,FS_I.dta,.dta,5922,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/FS_I.dta,0,0,copied,,blocked_no_data_write,blocked
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,FS_J1.dta,FS_J1.dta,.dta,553968,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/FS_J1.dta,0,0,copied,,blocked_no_data_write,blocked
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,FS_J2.dta,FS_J2.dta,.dta,3926,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/FS_J2.dta,0,0,copied,,blocked_no_data_write,blocked
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,FS_J3.dta,FS_J3.dta,.dta,553968,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/FS_J3.dta,0,0,copied,,blocked_no_data_write,blocked
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,FS_K1.dta,FS_K1.dta,.dta,59885,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/FS_K1.dta,0,0,copied,,blocked_no_data_write,blocked
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,FS_K2.dta,FS_K2.dta,.dta,43399,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/FS_K2.dta,0,0,copied,,blocked_no_data_write,blocked
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,FS_K3.dta,FS_K3.dta,.dta,74060,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/FS_K3.dta,0,0,copied,,blocked_no_data_write,blocked
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,FS_L.dta,FS_L.dta,.dta,25943,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/FS_L.dta,0,0,copied,,blocked_no_data_write,blocked
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,FS_M.dta,FS_M.dta,.dta,100731,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/FS_M.dta,0,0,copied,,blocked_no_data_write,blocked
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,FS_N1.dta,FS_N1.dta,.dta,13103,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/FS_N1.dta,0,0,copied,,blocked_no_data_write,blocked
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,FS_N2.dta,FS_N2.dta,.dta,10228,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/FS_N2.dta,0,0,copied,,blocked_no_data_write,blocked
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,HH.Geovariables_Y2.dta,HH.Geovariables_Y2.dta,.dta,660387,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/HH.Geovariables_Y2.dta,0,0,copied,,blocked_no_data_write,blocked
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,HH_SEC_A.dta,HH_SEC_A.dta,.dta,333767,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/HH_SEC_A.dta,0,0,copied,,blocked_no_data_write,blocked
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,HH_SEC_B.dta,HH_SEC_B.dta,.dta,1490725,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/HH_SEC_B.dta,0,0,copied,,blocked_no_data_write,blocked
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,HH_SEC_C.dta,HH_SEC_C.dta,.dta,1737966,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/HH_SEC_C.dta,0,0,copied,,blocked_no_data_write,blocked
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,HH_SEC_D.dta,HH_SEC_D.dta,.dta,2012748,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/HH_SEC_D.dta,0,0,copied,,blocked_no_data_write,blocked
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,HH_SEC_E1.dta,HH_SEC_E1.dta,.dta,3479922,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/HH_SEC_E1.dta,0,0,copied,,blocked_no_data_write,blocked
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,HH_SEC_E2.dta,HH_SEC_E2.dta,.dta,38168,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/HH_SEC_E2.dta,0,0,copied,,blocked_no_data_write,blocked
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,HH_SEC_F.dta,HH_SEC_F.dta,.dta,1010878,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/HH_SEC_F.dta,0,0,copied,,blocked_no_data_write,blocked
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,HH_SEC_FILTERS.dta,HH_SEC_FILTERS.dta,.dta,96287,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/HH_SEC_FILTERS.dta,0,0,copied,,blocked_no_data_write,blocked
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,HH_SEC_G.dta,HH_SEC_G.dta,.dta,622253,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/HH_SEC_G.dta,0,0,copied,,blocked_no_data_write,blocked
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,HH_SEC_H1.dta,HH_SEC_H1.dta,.dta,1884904,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/HH_SEC_H1.dta,0,0,copied,,blocked_no_data_write,blocked
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,HH_SEC_H2.dta,HH_SEC_H2.dta,.dta,864493,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/HH_SEC_H2.dta,0,0,copied,,blocked_no_data_write,blocked
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,HH_SEC_H3.dta,HH_SEC_H3.dta,.dta,844589,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/HH_SEC_H3.dta,0,0,copied,,blocked_no_data_write,blocked
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,HH_SEC_I1.dta,HH_SEC_I1.dta,.dta,151781,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/HH_SEC_I1.dta,0,0,copied,,blocked_no_data_write,blocked
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,HH_SEC_I2.dta,HH_SEC_I2.dta,.dta,210158,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/HH_SEC_I2.dta,0,0,copied,,blocked_no_data_write,blocked
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,HH_SEC_J1.dta,HH_SEC_J1.dta,.dta,366661,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/HH_SEC_J1.dta,0,0,copied,,blocked_no_data_write,blocked
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,HH_SEC_J2.dta,HH_SEC_J2.dta,.dta,1320480,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/HH_SEC_J2.dta,0,0,copied,,blocked_no_data_write,blocked
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,HH_SEC_K1.dta,HH_SEC_K1.dta,.dta,18757562,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/HH_SEC_K1.dta,0,0,copied,,blocked_no_data_write,blocked
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,HH_SEC_K2.dta,HH_SEC_K2.dta,.dta,2080484,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/HH_SEC_K2.dta,0,0,copied,,blocked_no_data_write,blocked
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,HH_SEC_K3.dta,HH_SEC_K3.dta,.dta,252046,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/HH_SEC_K3.dta,0,0,copied,,blocked_no_data_write,blocked
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,HH_SEC_L.dta,HH_SEC_L.dta,.dta,2438720,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/HH_SEC_L.dta,0,0,copied,,blocked_no_data_write,blocked
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,HH_SEC_M.dta,HH_SEC_M.dta,.dta,2014809,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/HH_SEC_M.dta,0,0,copied,,blocked_no_data_write,blocked
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,HH_SEC_N.dta,HH_SEC_N.dta,.dta,4082869,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/HH_SEC_N.dta,0,0,copied,,blocked_no_data_write,blocked
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,HH_SEC_O1.dta,HH_SEC_O1.dta,.dta,1955959,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/HH_SEC_O1.dta,0,0,copied,,blocked_no_data_write,blocked
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,HH_SEC_O2.dta,HH_SEC_O2.dta,.dta,16928,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/HH_SEC_O2.dta,0,0,copied,,blocked_no_data_write,blocked
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,HH_SEC_P.dta,HH_SEC_P.dta,.dta,18062,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/HH_SEC_P.dta,0,0,copied,,blocked_no_data_write,blocked
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,HH_SEC_Q.dta,HH_SEC_Q.dta,.dta,489300,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/HH_SEC_Q.dta,0,0,copied,,blocked_no_data_write,blocked
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,HH_SEC_R.dta,HH_SEC_R.dta,.dta,1866192,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/HH_SEC_R.dta,0,0,copied,,blocked_no_data_write,blocked
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,HH_SEC_S.dta,HH_SEC_S.dta,.dta,23637,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/HH_SEC_S.dta,0,0,copied,,blocked_no_data_write,blocked
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,HH_SEC_U.dta,HH_SEC_U.dta,.dta,803732,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/HH_SEC_U.dta,0,0,copied,,blocked_no_data_write,blocked
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,HH_SEC_V2.dta,HH_SEC_V2.dta,.dta,96318,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/HH_SEC_V2.dta,0,0,copied,,blocked_no_data_write,blocked
